,LC,precision,recall,f1-score,support
accuracy,LC26,0.7253643251820123,0.7253643251820123,0.7253643251820123,0.7253643251820123
case,LC26,0.7846983330814072,0.7135947630922693,0.7460208593058562,400.8
control,LC26,0.6658273296710322,0.7408700310725382,0.6997359093064223,305.6
macro avg,LC26,0.7252628313762197,0.7272323970824038,0.7228783843061392,706.4
weighted avg,LC26,0.7332875027075723,0.7253643251820123,0.7259896406553601,706.4
accuracy,LC27,0.7231004403556504,0.7231004403556504,0.7231004403556504,0.7231004403556504
case,LC27,0.7654299553147259,0.7410523690773068,0.7509234249930096,400.8
control,LC27,0.6779664419096285,0.6996164148719597,0.6858765593667767,305.6
macro avg,LC27,0.7216981986121772,0.7203343919746332,0.7183999921798931,706.4
weighted avg,LC27,0.7276048429343293,0.7231004403556504,0.7227765136034042,706.4
accuracy,LC28,0.7197002055527285,0.7197002055527285,0.7197002055527285,0.7197002055527285
case,LC28,0.7778194955902621,0.7085785536159601,0.7409228592528437,400.8
control,LC28,0.6591872403859821,0.734301939354977,0.6940490486467974,305.6
macro avg,LC28,0.7185033679881221,0.7214402464854686,0.7174859539498206,706.4
weighted avg,LC28,0.7265007357854948,0.7197002055527285,0.7206428756992977,706.4
accuracy,LC29,0.7191364381278273,0.7191364381278273,0.7191364381278273,0.7191364381278273
case,LC29,0.7493206779994408,0.7609900249376558,0.7537194360545761,400.8
control,LC29,0.6825936612626277,0.6643265830922533,0.671462464094321,305.6
macro avg,LC29,0.7159571696310343,0.7126583040149546,0.7125909500744486,706.4
weighted avg,LC29,0.7204684978612304,0.7191364381278273,0.7181234908283526,706.4
accuracy,LC2,0.7375460289857395,0.7375460289857395,0.7375460289857395,0.7375460289857395
case,LC2,0.7905844155844156,0.7355399002493765,0.7599219125401186,400.8
control,LC2,0.6840459914530866,0.7401478624236579,0.7085622301474246,305.6
macro avg,LC2,0.7373152035187511,0.7378438813365173,0.7342420713437716,706.4
weighted avg,LC2,0.7444886384164674,0.7375460289857395,0.737706580284242,706.4
accuracy,LC30,0.725652820239531,0.725652820239531,0.725652820239531,0.725652820239531
case,LC30,0.7590187191443309,0.7579950124688279,0.758161469616,400.8
control,LC30,0.6830696748748636,0.6832572591878281,0.6826316651396652,305.6
macro avg,LC30,0.7210441970095973,0.720626135828328,0.7203965673778326,706.4
weighted avg,LC30,0.7261661933952867,0.725652820239531,0.7254834925203305,706.4
accuracy,LC31,0.7140392914240837,0.7140392914240837,0.7140392914240837,0.7140392914240837
case,LC31,0.7810606832085382,0.6891159600997506,0.7321402870416542,400.8
control,LC31,0.6470505058787139,0.7467395264116575,0.693256953315941,305.6
macro avg,LC31,0.7140555945436261,0.7179277432557041,0.7126986201787975,706.4
weighted avg,LC31,0.7230883741365897,0.7140392914240837,0.7153173191782121,706.4
accuracy,LC32,0.7199850944220282,0.7199850944220282,0.7199850944220282,0.7199850944220282
case,LC32,0.7882495147031514,0.6950947630922693,0.7372167986075605,400.8
control,LC32,0.6551872300097595,0.7526283081538626,0.6989972040972015,305.6
macro avg,LC32,0.7217183723564554,0.723861535623066,0.7181070013523809,706.4
weighted avg,LC32,0.7306852586127072,0.7199850944220282,0.7206828481263615,706.4
accuracy,LC33,0.7383902777165616,0.7383902777165616,0.7383902777165616,0.7383902777165616
case,LC33,0.7735869279865153,0.7624563591022444,0.7676927798969146,400.8
control,LC33,0.6946899665997149,0.7067909568198865,0.7002848539677091,305.6
macro avg,LC33,0.734138447293115,0.7346236579610654,0.7339888169323119,706.4
weighted avg,LC33,0.7394481078425647,0.7383902777165616,0.7385354460182031,706.4
accuracy,LC34,0.717722010970826,0.717722010970826,0.717722010970826,0.717722010970826
case,LC34,0.7612826941374979,0.7344900249376558,0.7461815598368622,400.8
control,LC34,0.6693265408390376,0.6956155576984893,0.6802390312743277,305.6
macro avg,LC34,0.7153046174882678,0.7150527913180725,0.713210295555595,706.4
weighted avg,LC34,0.7214797486193316,0.717722010970826,0.7176680151710382,706.4
accuracy,LC35,0.7208381582796078,0.7208381582796078,0.7208381582796078,0.7208381582796078
case,LC35,0.7839466548707918,0.7020810473815462,0.7403604836884351,400.8
control,LC35,0.656547302697222,0.7453959069966785,0.6977621153167484,305.6
macro avg,LC35,0.7202469787840069,0.7237384771891123,0.7190612995025918,706.4
weighted avg,LC35,0.7288240870084719,0.7208381582796078,0.7219370954769462,706.4
accuracy,LC36,0.7109307571793197,0.7109307571793197,0.7109307571793197,0.7109307571793197
case,LC36,0.7853725829042413,0.6786708229426435,0.7262604385686565,400.8
control,LC36,0.6430895419918865,0.7532390442515804,0.6921626532729488,305.6
macro avg,LC36,0.7142310624480638,0.7159549335971119,0.7092115459208027,706.4
weighted avg,LC36,0.7238196050028307,0.7109307571793197,0.7115099911472595,706.4
accuracy,LC37,0.7177208089080863,0.7177208089080863,0.7177208089080863,0.7177208089080863
case,LC37,0.786065800307618,0.6921346633416459,0.7352548793817661,400.8
control,LC37,0.6513947840297754,0.7513275474124075,0.6969750855341116,305.6
macro avg,LC37,0.7187302921686968,0.7217311053770267,0.7161149824579389,706.4
weighted avg,LC37,0.7278152550634408,0.7177208089080863,0.7186888612944164,706.4
accuracy,LC38,0.7154661398960617,0.7154661398960617,0.7154661398960617,0.7154661398960617
case,LC38,0.7862007868234413,0.6861371571072319,0.7318147653140901,400.8
control,LC38,0.6480595474484141,0.7539054966248795,0.6961308097501997,305.6
macro avg,LC38,0.7171301671359276,0.7200213268660557,0.713972787532145,706.4
weighted avg,LC38,0.7264341604282805,0.7154661398960617,0.716380699538996,706.4
accuracy,LC39,0.7197114248049653,0.7197114248049653,0.7197114248049653,0.7197114248049653
case,LC39,0.7735506570217393,0.7185847880299252,0.7438270321185054,400.8
control,LC39,0.6626353084667793,0.721268616736312,0.689452645898265,305.6
macro avg,LC39,0.7180929827442594,0.7199267023831186,0.7166398390083852,706.4
weighted avg,LC39,0.7255833017644292,0.7197114248049653,0.720294922970006,706.4
accuracy,LC3,0.7352753324705195,0.7352753324705195,0.7352753324705195,0.7352753324705195
case,LC3,0.7972182151399815,0.7200249376558603,0.7540216928881165,400.8
control,LC3,0.6776006607666503,0.7552448301725062,0.7109953926794048,305.6
macro avg,LC3,0.7374094379533158,0.7376348839141833,0.7325085427837607,706.4
weighted avg,LC3,0.7454640731696198,0.7352753324705195,0.7354118143787476,706.4
accuracy,LC40,0.7030035540988335,0.7030035540988335,0.7030035540988335,0.7030035540988335
case,LC40,0.7660923934421578,0.686640897755611,0.7237881381706817,400.8
control,LC40,0.6385870746244373,0.7244508732454731,0.6784267843023349,305.6
macro avg,LC40,0.7023397340332976,0.705545885500542,0.7011074612365082,706.4
weighted avg,LC40,0.7109302421174458,0.7030035540988335,0.7041661485089323,706.4
accuracy,LC41,0.7276334189469129,0.7276334189469129,0.7276334189469129,0.7276334189469129
case,LC41,0.7618499711096589,0.7629713216957607,0.7591157477373981,400.8
control,LC41,0.695756554630765,0.681225758062788,0.68219330017562,305.6
macro avg,LC41,0.7288032628702119,0.7220985398792743,0.720654523956509,706.4
weighted avg,LC41,0.7332427456949272,0.7276334189469129,0.7258457135781657,706.4
accuracy,LC42,0.6990323394945727,0.6990323394945727,0.6990323394945727,0.6990323394945727
case,LC42,0.7873720975250053,0.6436970074812968,0.7076063514922332,400.8
control,LC42,0.6238618663420111,0.7715696989178185,0.6893662916276452,305.6
macro avg,LC42,0.7056169819335082,0.7076333531995577,0.6984863215599392,706.4
weighted avg,LC42,0.7166290649286049,0.6990323394945727,0.6997203650246716,706.4
accuracy,LC43,0.7123415781481022,0.7123415781481022,0.7123415781481022,0.7123415781481022
case,LC43,0.758348566666709,0.7295536159600997,0.7405323437045027,400.8
control,LC43,0.665706713597588,0.6898210650380371,0.6737032700992276,305.6
macro avg,LC43,0.7120276401321486,0.7096873404990685,0.7071178069018652,706.4
weighted avg,LC43,0.7182809958324214,0.7123415781481022,0.7116148442121675,706.4
accuracy,LC44,0.7163067824386647,0.7163067824386647,0.7163067824386647,0.7163067824386647
case,LC44,0.7739938485039867,0.7091022443890275,0.7389440068555184,400.8
control,LC44,0.6566748508832726,0.7258094931961856,0.6882117198304213,305.6
macro avg,LC44,0.7153343496936296,0.7174558687926065,0.7135778633429698,706.4
weighted avg,LC44,0.7232502988211049,0.7163067824386647,0.7169901452862725,706.4
accuracy,LC45,0.7177212095956662,0.7177212095956662,0.7177212095956662,0.7177212095956662
case,LC45,0.7687174708235818,0.7200660847880299,0.7426667558383216,400.8
control,LC45,0.6622394341849027,0.7146790956819886,0.6864721220894636,305.6
macro avg,LC45,0.7154784525042422,0.7173725902350092,0.7145694389638926,706.4
weighted avg,LC45,0.7226598300229787,0.7177212095956662,0.7183521606678993,706.4
accuracy,LC46,0.6964827644237511,0.6964827644237511,0.6964827644237511,0.6964827644237511
case,LC46,0.7737494228940872,0.6597344139650873,0.7100963752899654,400.8
control,LC46,0.6285645707684603,0.7447958855673417,0.6795978419214791,305.6
macro avg,LC46,0.7011569968312739,0.7022651497662145,0.6948471086057222,706.4
weighted avg,LC46,0.7109612888024174,0.6964827644237511,0.6968874842111086,706.4
accuracy,LC47,0.7027210693550132,0.7027210693550132,0.7027210693550132,0.7027210693550132
case,LC47,0.7725304476159494,0.6761745635910225,0.7201338202675402,400.8
control,LC47,0.6360338764160272,0.7375591985428052,0.6820618217786295,305.6
macro avg,LC47,0.7042821620159883,0.7068668810669138,0.7010978210230848,706.4
weighted avg,LC47,0.7134841548288277,0.7027210693550132,0.7036607264488968,706.4
accuracy,LC48,0.7151792475888625,0.7151792475888625,0.7151792475888625,0.7151792475888625
case,LC48,0.7832911127388431,0.6916234413965088,0.7323882343580055,400.8
control,LC48,0.6518665906401113,0.7460409300332155,0.6935808407509281,305.6
macro avg,LC48,0.7175788516894771,0.7188321857148621,0.7129845375544669,706.4
weighted avg,LC48,0.7264284595774195,0.7151792475888625,0.7156033943507871,706.4
accuracy,LC49,0.7131942413181018,0.7131942413181018,0.7131942413181018,0.7131942413181018
case,LC49,0.7678869848977387,0.7105997506234414,0.7371966603780113,400.8
control,LC49,0.6549836391651308,0.7166784528018858,0.683451840645651,305.6
macro avg,LC49,0.7114353120314347,0.7136391017126635,0.7103242505118312,706.4
weighted avg,LC49,0.7190585860308845,0.7131942413181018,0.7139360201084286,706.4
accuracy,LC4,0.733300343389256,0.733300343389256,0.733300343389256,0.733300343389256
case,LC4,0.7780688357086505,0.7514663341645885,0.7597422125197043,400.8
control,LC4,0.6968915590180025,0.7092874745526626,0.6941481583251349,305.6
macro avg,LC4,0.7374801973633265,0.7303769043586256,0.7269451854224196,706.4
weighted avg,LC4,0.7429100792250377,0.733300343389256,0.7313875938958814,706.4
accuracy,LC5,0.736412083134659,0.736412083134659,0.736412083134659,0.736412083134659
case,LC5,0.7740188971656139,0.7644900249376558,0.7660719470278501,400.8
control,LC5,0.6999808631458666,0.6997128468873888,0.6941300716502021,305.6
macro avg,LC5,0.7369998801557403,0.7321014359125224,0.7301010093390261,706.4
weighted avg,LC5,0.74201488268608,0.736412083134659,0.734934311839522,706.4
accuracy,LC6,0.7361295983908387,0.7361295983908387,0.7361295983908387,0.7361295983908387
case,LC6,0.7820749796700932,0.7465511221945137,0.7619062527010587,400.8
control,LC6,0.6881607113123246,0.722526518804243,0.7017928760056042,305.6
macro avg,LC6,0.735117845491209,0.7345388204993784,0.7318495643533315,706.4
weighted avg,LC6,0.7414587547512874,0.7361295983908387,0.7358918722900334,706.4
accuracy,LC7,0.7463218883604265,0.7463218883604265,0.7463218883604265,0.7463218883604265
case,LC7,0.8101949417128571,0.722564837905237,0.7634104997432208,400.8
control,LC7,0.6820216905240265,0.7775141969356049,0.7262247795494093,305.6
macro avg,LC7,0.7461083161184419,0.750039517420421,0.7448176396463151,706.4
weighted avg,LC7,0.7547524761870167,0.7463218883604265,0.7473196085743345,706.4
accuracy,LC8,0.7180073005277056,0.7180073005277056,0.7180073005277056,0.7180073005277056
case,LC8,0.7822801566039593,0.6995785536159602,0.7373361900163936,400.8
control,LC8,0.6548600004588525,0.7421407907425265,0.6943906185803173,305.6
macro avg,LC8,0.7185700785314059,0.7208596721792433,0.7158634042983555,706.4
weighted avg,LC8,0.7271501556605373,0.7180073005277056,0.7187620602438314,706.4
accuracy,LC9,0.7222485785608104,0.7222485785608104,0.7222485785608104,0.7222485785608104
case,LC9,0.8034044465064168,0.6805997506234414,0.7341403472425213,400.8
control,LC9,0.6527735433073535,0.7767855994856959,0.7070638730498173,305.6
macro avg,LC9,0.7280889949068852,0.7286926750545687,0.7206021101461694,706.4
weighted avg,LC9,0.7382226047198226,0.7222485785608104,0.722437417663584,706.4
